species	chr_length	gc_ref	Umwelt2_1_S20_R1	Umwelt2_2_S21_R1	Umwelt2_3_S93_R1	Umwelt2_4_S94_R1	Umwelt2_5_S95_R1
1_1_1_19	58617616.0	47.94	7692.31	5475.93	0.0	4927.01	3788.22
1_CP011271_1_Gemmata_sp__SH_PL17__complete_genome_BAC	9045424.0	64.22	0.0	2241.82	7589.29	5291.97	14285.71
1_CP007128_1_Gemmatirosa_kalamazoonesis_strain_KBS708__complete_genome_BAC	5311527.0	72.56	1199.18	2021.32	14732.14	9306.57	6617.98
1_CP001778_1_Stackebrandtia_nassauensis_DSM_44728__complete_genome_BAC	6841557.0	68.13	11933.31	0.0	0.0	0.0	0.0
1_CP002593_1_Pseudonocardia_dioxanivorans_CB1190__complete_genome_BAC	7096571.0	73.31	10558.64	0.0	0.0	0.0	1734.37
1_CP020612_1_Paracoccus_contaminans_strain_RKI_16_01929T_LMG_29738T_CCM_8701T_CIP_111112T_chromosome__complete_genome_BAC	2939512.0	68.68	4825.97	6798.97	0.0	0.0	0.0
1_CP006958_1_UNVERIFIED__Achromobacter_xylosoxidans_NBRC_15126___ATCC_27061__complete_genome_BAC	6683584.0	67.53	2661.6	3711.87	4575.89	9854.01	2829.76
1_AM420293_1_Saccharopolyspora_erythraea_NRRL2338_complete_genome_BAC	8212805.0	71.15	9271.72	0.0	0.0	0.0	1323.6
1_CP009110_1_Amycolatopsis_methanolica_239__complete_genome_BAC	7237391.0	71.53	9242.47	0.0	0.0	0.0	1277.96
1_1_1_21	46709983.0	40.94	5323.19	3123.85	0.0	0.0	3194.89
1_CP019082_1_Paludisphaera_borealis_strain_PX4__complete_genome_BAC	7497544.0	66.32	0.0	2205.07	8035.71	5839.42	7393.88
1_CP010989_1_Pseudonocardia_sp__EC080625_04__complete_genome_BAC	6135769.0	73.84	8452.76	0.0	0.0	0.0	1369.24
1_CP021112_1_Pseudorhodoplanes_sinuspersici_strain_RIPI110_chromosome__complete_genome_BAC	5971615.0	60.32	584.97	845.28	6250.0	9306.57	7074.4
1_CP011125_1_Sandaracinus_amylolyticus_strain_DSM_53668__complete_genome_BAC	10327335.0	72.04	0.0	1653.8	5803.57	7846.72	7256.96
1_CP020618_1_Staphylococcus_hominis_subsp__hominis_strain_K1_chromosome__complete_genome_BAC	2253412.0	31.36	3773.03	4593.9	0.0	0.0	1643.09
1_AP012206_1_Bradyrhizobium_japonicum_USDA_6_DNA__complete_genome_BAC	9207384.0	63.67	0.0	0.0	18750.0	4744.53	4335.92
1_AP012057_1_Ilumatobacter_coccineus_YM16_304_DNA__complete_genome_BAC	4830181.0	67.29	906.7	845.28	3459.82	5839.42	7713.37
1_1_1_22	50818468.0	47.0	4533.49	2609.33	0.0	0.0	2510.27
1_CP002000_1_Amycolatopsis_mediterranei_U32__complete_genome_BAC	10236715.0	71.29	6697.86	0.0	2566.96	0.0	1232.31
1_AE015929_1_Staphylococcus_epidermidis_ATCC_12228__complete_genome_BAC	2499279.0	32.1	4738.23	3087.1	0.0	0.0	1232.31
1_CP000509_1_Nocardioides_sp__JS614__complete_genome_BAC	4985871.0	71.65	2047.38	2205.07	3906.25	5109.49	3423.09
1_FO203431_1_Modestobacter_marinus_str__BC501_chromosome__complete_genome_BAC	5575517.0	74.13	3890.03	3123.85	0.0	0.0	1460.52
1_CP003364_1_Singulisphaera_acidiphila_DSM_18658__complete_genome_BAC	9629675.0	62.27	0.0	1874.31	7589.29	0.0	5887.72
1_CP007155_1_Kutzneria_albida_DSM_43870__complete_genome_BAC	9874926.0	70.6	7078.09	0.0	0.0	0.0	0.0
1_CP000250_1_Rhodopseudomonas_palustris_HaA2__complete_genome_BAC	5331656.0	66.04	0.0	955.53	9263.39	4744.53	4655.41
1_CP009896_1_Pimelobacter_simplex_strain_VKM_Ac_2033D__complete_genome_BAC	5637360.0	72.85	1696.4	2168.32	6361.61	0.0	2555.91
1_CP029425_1_Bradyrhizobium_ottawaense_strain_OO99_chromosome__complete_genome_BAC	8606328.0	63.83	0.0	0.0	13392.86	4197.08	3651.3
1_AM746676_1_Sorangium_cellulosum_'So_ce_56'_complete_genome_BAC	13033779.0	71.38	0.0	955.53	3906.25	6386.86	5705.16
1_BA000040_2_Bradyrhizobium_diazoefficiens_USDA_110_DNA__complete_genome_BAC	9105828.0	64.06	0.0	0.0	7366.07	6386.86	5111.82
1_CP016211_1_Minicystis_rosea_strain_DSM_24000__complete_genome_BAC	16040666.0	69.1	0.0	1065.78	4910.71	5291.97	4746.69
1_CP017420_1_Delftia_tsuruhatensis_strain_CM13__complete_genome_BAC	7195716.0	66.33	3363.56	3234.11	0.0	0.0	0.0
1_HE804045_1_Saccharothrix_espanaensis_DSM_44229_complete_genome_BAC	9360653.0	72.19	4942.97	0.0	0.0	0.0	1460.52
1_CP016353_1_Prauserella_marina_strain_DSM_45268_chromosome__complete_genome_BAC	6851918.0	67.59	5557.18	0.0	0.0	0.0	0.0
1_CP015079_1_Nocardioides_dokdonensis_FR1436__complete_genome_BAC	4376707.0	72.26	1520.91	1947.81	4241.07	0.0	2053.86
1_CP000494_1_Bradyrhizobium_sp__BTAi1__complete_genome_BAC	8264687.0	64.92	0.0	0.0	6584.82	4379.56	4655.41
1_CP011270_1_Planctomyces_sp__SH_PL14__complete_genome_BAC	8442773.0	65.56	0.0	1102.54	3794.64	3649.64	4472.84
1_CP012752_1_Kibdelosporangium_phytohabitans_strain_KLBMP1111__complete_genome_BAC	11759770.0	68.44	4474.99	0.0	0.0	0.0	1323.6
1_CP024894_1_Amycolatopsis_sp__AA4_chromosome__complete_genome_BAC	8800179.0	69.75	5264.7	0.0	0.0	0.0	0.0
1_CP000747_1_Phenylobacterium_zucineum_HLK1__complete_genome_BAC	3996255.0	71.35	0.0	0.0	9375.0	3649.64	3423.09
1_CP001804_1_Haliangium_ochraceum_DSM_14365__complete_genome_BAC	9446314.0	69.48	0.0	955.53	3348.21	7664.23	3696.94
1_CP000245_1_Ramlibacter_tataouinensis_TTB310__complete_genome_BAC	4070193.0	70.0	0.0	1837.56	5022.32	0.0	3833.87
1_CP010827_1_Corynebacterium_singulare_strain_IBS_B52218__complete_genome_BAC	2830519.0	60.12	4299.5	1139.29	0.0	0.0	0.0
1_CP016793_1_Lentzea_guizhouensis_strain_DHS_C013_chromosome__complete_genome_BAC	9997872.0	70.01	4007.02	0.0	0.0	0.0	1780.01
1_CP000473_1_Candidatus_Solibacter_usitatus_Ellin6076_chromosome__complete_genome_BAC	9965640.0	61.9	0.0	1029.03	3125.0	7299.27	3605.66
1_AP012320_1_Rubrivivax_gelatinosus_IL144_DNA__complete_genome_BAC	5043253.0	71.24	0.0	1984.56	3013.39	3832.12	3012.32
1_CP012333_1_Labilithrix_luteola_strain_DSM_27648__complete_genome_BAC	12191466.0	66.14	0.0	1102.54	3794.64	4744.53	3514.38
1_CP017717_1_Nonomuraea_sp__ATCC_55076_chromosome__complete_genome_BAC	13047416.0	71.81	3392.8	0.0	0.0	0.0	2327.7
1_CP001736_1_Kribbella_flavida_DSM_17836__complete_genome_BAC	7579488.0	70.57	2837.09	0.0	2343.75	0.0	2053.86
1_CP015118_1_Rhizobacter_gummiphilus_strain_NS21__complete_genome_BAC	6398096.0	69.72	0.0	735.02	8482.14	0.0	2966.68
1_AP012603_1_Bradyrhizobium_oligotrophicum_S58_DNA__complete_genome_BAC	8264165.0	65.13	0.0	0.0	5915.18	0.0	4564.13
1_CP001867_1_Geodermatophilus_obscurus_DSM_43160__complete_genome_BAC	5322497.0	73.98	2427.61	1470.05	0.0	0.0	1323.6
1_CP010350_1_Acinetobacter_johnsonii_XBB1__complete_genome_BAC	3509795.0	41.43	2427.61	2535.83	0.0	0.0	0.0
1_CP023284_1_Variovorax_boronicumulans_strain_J1_chromosome__complete_genome_BAC	7137898.0	68.01	0.0	1433.3	7031.25	0.0	2145.14
1_FO117623_1_Blastococcus_saxobsidens_DD2_complete_genome_BAC	4875340.0	72.95	2749.34	1139.29	0.0	0.0	1095.39
1_CP002026_1_Starkeya_novella_DSM_506__complete_genome_BAC	4765023.0	67.88	1228.43	0.0	2678.57	0.0	3742.58
1_CP006272_1_Actinoplanes_friuliensis_DSM_7358__complete_genome_BAC	9376071.0	70.36	1637.91	0.0	3348.21	0.0	2829.76
1_CP011502_1_Aeromicrobium_erythreum_strain_AR18__complete_genome_BAC	3629239.0	72.14	789.7	2278.57	2901.79	0.0	1414.88
1_CP000319_1_Nitrobacter_hamburgensis_X14__complete_genome_BAC	4406967.0	61.71	0.0	0.0	5357.14	3832.12	2966.68
1_CP016294_1_Stenotrophomonas_rhizophila_strain_QL_P4__complete_genome_BAC	4198652.0	66.85	584.97	0.0	12500.0	0.0	0.0
1_CP013290_1_Janibacter_indicus_strain_YFY001__complete_genome_BAC	3401189.0	71.24	2135.13	1249.54	0.0	0.0	1141.03
1_CP020382_1_Rhodothermaceae_bacterium_RA_chromosome__complete_genome_BAC	4653222.0	68.26	2749.34	0.0	0.0	0.0	1688.73
1_AE004091_2_Pseudomonas_aeruginosa_PAO1__complete_genome_BAC	6264404.0	66.56	1550.16	2646.09	0.0	0.0	0.0
1_AP014946_1_Variibacter_gotjawalensis_DNA__complete_genome_BAC	4586237.0	62.23	0.0	0.0	4129.46	0.0	3970.79
1_CP015318_1_Mesorhizobium_amorphae_CCNWGS0123__complete_genome_BAC	6268270.0	63.44	0.0	0.0	3683.04	4379.56	2966.68
1_CP001683_1_Saccharomonospora_viridis_DSM_43017__complete_genome_BAC	4308349.0	67.32	3539.05	0.0	0.0	0.0	0.0
1_CP011509_1_Archangium_gephyra_strain_DSM_2261__complete_genome_BAC	12489432.0	69.45	0.0	0.0	2901.79	4562.04	2966.68
1_CP017147_1_Bosea_vaviloviae_strain_Vaf18_chromosome__complete_genome_BAC	6373793.0	65.55	0.0	0.0	3125.0	0.0	3970.79
1_CP022752_1_Actinopolyspora_erythraea_strain_YIM_90600_chromosome__complete_genome_BAC	5243930.0	68.78	3334.31	0.0	0.0	0.0	0.0
1_CP018171_1_Mesorhizobium_oceanicum_strain_B7__complete_genome_BAC	5158483.0	65.19	1052.94	0.0	2455.36	0.0	2282.06
1_CP017480_1_Luteibacter_rhizovicinus_DSM_16549_strain_LJ96T_chromosome__complete_genome_BAC	4765486.0	64.72	0.0	0.0	12053.57	0.0	0.0
1_CP016617_1_Microvirga_sp__V5_3M_plasmid_unnamed1__complete_sequence_BAC	1343367.0	61.59	0.0	0.0	3794.64	0.0	3331.81
1_CP042170_1_Flavobacterium_sp__KBS0721_chromosome__complete_genome_BAC	5867608.0	34.13	0.0	0.0	11830.36	0.0	0.0
1_CP000251_1_Anaeromyxobacter_dehalogenans_2CP_C__complete_genome_BAC	5013479.0	74.91	0.0	1249.54	0.0	4744.53	2099.5
1_CP012605_1_Ralstonia_insidiosa_strain_FC1138_chromosome_1__complete_sequence_BAC	3968071.0	63.61	2954.08	0.0	0.0	0.0	0.0
1_CP014030_2_Citrobacter_sp__FDAARGOS_156_strain_FDAARGOS_155_chromosome__complete_genome_BAC	4727498.0	51.93	1023.69	2425.58	0.0	0.0	0.0
1_CP019038_1_Massilia_putida_strain_6NM_7T_chromosome__complete_genome_BAC	6987670.0	65.56	0.0	1580.3	3348.21	0.0	1232.31
1_CP001635_1_Variovorax_paradoxus_S110_chromosome_1__complete_sequence_BAC	5626353.0	67.63	0.0	882.03	2678.57	0.0	2373.35
1_CP006704_1_Comamonas_testosteroni_TK102__complete_genome_BAC	6062703.0	61.87	1608.66	1617.05	0.0	0.0	0.0
1_CP000555_1_Methylibium_petroleiphilum_PM1__complete_genome_BAC	4044195.0	69.2	0.0	1212.79	2343.75	0.0	1871.29
1_CP002299_1_Frankia_inefficax_strain_EuI1c_chromosome__complete_genome_BAC	8815781.0	72.31	1403.92	0.0	0.0	0.0	2145.14
1_CP000769_1_Anaeromyxobacter_sp__Fw109_5__complete_genome_BAC	5277990.0	73.53	0.0	845.28	0.0	3832.12	2282.06
1_CP001013_1_Leptothrix_cholodnii_SP_6__complete_genome_BAC	4909403.0	68.9	0.0	1176.04	0.0	0.0	2784.12
1_AP009152_1_Kocuria_rhizophila_DC2201_DNA__complete_genome_BAC	2697540.0	71.16	1988.89	918.78	0.0	0.0	0.0
1_CP001814_1_Streptosporangium_roseum_DSM_43021__complete_genome_BAC	10341314.0	70.87	1754.9	0.0	0.0	0.0	1460.52
1_AE003852_1_Vibrio_cholerae_O1_biovar_eltor_str__N16961_chromosome_I__complete_sequence_BAC	2961149.0	47.69	1140.68	1911.06	0.0	0.0	0.0
1_CP012946_1_Blastochloris_viridis_strain_ATCC_19567__complete_genome_BAC	3724841.0	67.93	0.0	0.0	2790.18	4379.56	1871.29
1_CP016174_1_Amycolatopsis_orientalis_strain_B_37__complete_genome_BAC	9490992.0	68.83	2603.1	0.0	0.0	0.0	0.0
1_CP013979_1_Agromyces_aureus_strain_AR33__complete_genome_BAC	4373124.0	70.39	760.46	0.0	0.0	0.0	2875.4
1_AP012319_1_Actinoplanes_missouriensis_431_DNA__complete_genome_BAC	8773466.0	70.82	1374.67	0.0	0.0	0.0	1871.29
1_CP000699_1_Sphingomonas_wittichii_RW1__complete_genome_BAC	5382261.0	68.4	0.0	0.0	4910.71	0.0	2008.22
1_CP015005_1_Aminobacter_aminovorans_strain_KCTC_2477__complete_genome_BAC	5623946.0	63.45	731.21	0.0	0.0	0.0	2647.19
1_CP012159_1_Chondromyces_crocatus_strain_Cm_c5__complete_genome_BAC	11388132.0	68.71	0.0	0.0	0.0	3832.12	2738.48
1_AP012204_1_Microlunatus_phosphovorus_NM_1_DNA__complete_genome_BAC	5683123.0	67.27	614.21	0.0	3683.04	0.0	1186.67
1_CP011514_1_Mitsuaria_sp__7__complete_genome_BAC	5822419.0	68.34	0.0	735.02	2455.36	0.0	1506.16
1_CP022521_1_Actinoalloteichus_hoggarensis_strain_DSM_45943_chromosome__complete_genome_BAC	6606717.0	71.15	2164.38	0.0	0.0	0.0	0.0
1_CP022961_1_Plantactinospora_sp__KBS50_chromosome__complete_genome_BAC	6689726.0	72.91	2105.88	0.0	0.0	0.0	0.0
1_CP011300_1_Devosia_sp__H5989__complete_genome_BAC	4594249.0	64.79	0.0	0.0	3236.61	0.0	1962.57
1_CP004036_1_Sphingomonas_sp__MM_1__complete_genome_BAC	4054833.0	67.17	0.0	0.0	3348.21	0.0	1871.29
1_CP014301_1_Bosea_sp__PAMC_26642__complete_genome_BAC	5503156.0	65.16	0.0	0.0	2455.36	0.0	2190.78
1_CP021106_3_Nitrosospira_lacus_strain_APG3__complete_genome_BAC	3261088.0	53.64	0.0	808.53	0.0	8759.12	0.0
1_CP001196_1_Oligotropha_carboxidovorans_OM5_strain_OM5__complete_genome_BAC	3745629.0	62.4	0.0	0.0	3013.39	0.0	1916.93
1_CP003470_1_Rhodanobacter_denitrificans_strain_2APBS1__complete_genome_BAC	4225490.0	67.45	0.0	0.0	4799.11	0.0	1141.03
1_AP014630_1_Acinetobacter_guillouiae_DNA__complete_geonome__strain__NBRC_110550_BAC	4648418.0	38.28	1111.44	1102.54	0.0	0.0	0.0
1_AP014704_1_Methylobacterium_aquaticum_DNA__complete_genome__strain__MA_22A_BAC	5348274.0	71.11	0.0	0.0	2566.96	0.0	2053.86
1_CP006644_1_Sphingomonas_sanxanigenens_NX02__complete_genome_BAC	6205897.0	66.78	0.0	0.0	3125.0	0.0	1780.01
1_CP015401_2_Bacteroides_caecimuris_strain_I48_chromosome__complete_genome_BAC	4839927.0	42.61	0.0	0.0	7477.68	0.0	0.0
1_CP000489_1_Paracoccus_denitrificans_PD1222_chromosome_1__complete_sequence_BAC	2852282.0	66.71	848.2	1359.79	0.0	0.0	0.0
1_AP014936_1_Sulfurifustis_variabilis_DNA__complete_genome__strain__skN76_BAC	3958814.0	67.46	848.2	0.0	0.0	0.0	1688.73
1_CP001032_1_Opitutus_terrae_PB90_1__complete_genome_BAC	5957605.0	65.34	0.0	0.0	2232.14	0.0	2053.86
1_CP001618_1_Beutenbergia_cavernae_DSM_12333__complete_genome_BAC	4669183.0	73.12	1052.94	0.0	0.0	0.0	1277.96
1_CP011371_1_[Polyangium]_brachysporum_strain_DSM_7029__complete_genome_BAC	6476147.0	67.51	0.0	808.53	0.0	0.0	1871.29
1_CP010836_1_Sphingomonas_hengshuiensis_strain_WHSC_8__complete_genome_BAC	5191536.0	66.7	0.0	0.0	3459.82	0.0	1460.52
1_CP001737_1_Nakamurella_multipartita_DSM_44233_chromosome__complete_genome_BAC	6060298.0	70.92	1813.4	0.0	0.0	0.0	0.0
1_HG916826_1_Pseudomonas_pseudoalcaligenes_CECT_5344_complete_genome_BAC	4686340.0	62.34	1082.19	918.78	0.0	0.0	0.0
1_CP014168_1_Sphingomonas_panacis_strain_DCY99__complete_genome_BAC	5003808.0	65.66	0.0	0.0	2343.75	0.0	1871.29
1_CP017311_1_Hydrogenophaga_sp__PBC__complete_genome_BAC	5232477.0	68.39	0.0	808.53	0.0	0.0	1780.01
1_CP016889_1_Pantoea_agglomerans_strain_C410P1_chromosome__complete_genome_BAC	4182028.0	55.54	1784.15	0.0	0.0	0.0	0.0
1_CP001700_1_Catenulispora_acidiphila_DSM_44928__complete_genome_BAC	10467782.0	69.77	1169.93	0.0	0.0	0.0	958.47
1_CP001848_1_Pirellula_staleyi_DSM_6068__complete_genome_BAC	6196199.0	57.46	0.0	0.0	2232.14	0.0	1871.29
1_CP002568_1_Polymorphum_gilvum_SL003B_26A1__complete_genome_BAC	4649365.0	67.22	994.44	0.0	0.0	0.0	1232.31
1_CP012398_1_Chelatococcus_sp__CO_6__complete_genome_BAC	4394046.0	68.66	848.2	0.0	0.0	0.0	1414.88
1_CP025430_1_Paracoccus_zhejiangensis_strain_J6_chromosome__complete_genome_BAC	3985112.0	65.77	818.95	1176.04	0.0	0.0	0.0
1_CT573213_2_Frankia_alni_str__ACN14A_chromosome__complete_sequence_BAC	7497934.0	72.83	1082.19	0.0	0.0	0.0	1004.11
1_CP024201_1_Caulobacter_mirabilis_strain_FWC_38_chromosome__complete_genome_BAC	4577265.0	69.32	0.0	0.0	2232.14	0.0	1780.01
1_CP003876_1_Nocardia_brasiliensis_ATCC_700358__complete_genome_BAC	9436348.0	68.05	1111.44	0.0	0.0	0.0	912.83
1_CP000820_1_Frankia_sp__EAN1pec__complete_genome_BAC	8982042.0	71.15	1667.15	0.0	0.0	0.0	0.0
1_BA000012_4_Mesorhizobium_loti_MAFF303099_DNA__complete_genome_BAC	7036071.0	62.75	0.0	0.0	2566.96	0.0	1506.16
1_AM236080_1_Rhizobium_leguminosarum_bv__viciae_chromosome_complete_genome__strain_3841_BAC	5057142.0	61.09	0.0	0.0	2455.36	0.0	1551.8
1_CP003170_1_Actinoplanes_sp__SE50_110__complete_genome_BAC	9239851.0	71.32	1052.94	0.0	0.0	0.0	912.83
1_CP000943_1_Methylobacterium_sp__4_46__complete_genome_BAC	7659055.0	71.58	0.0	0.0	0.0	0.0	2555.91
1_CP000927_1_Caulobacter_sp__K31__complete_genome_BAC	5477872.0	67.46	0.0	0.0	3794.64	0.0	1004.11
1_CP018820_1_Sphingomonas_koreensis_strain_ABOJV_chromosome__complete_genome_BAC	4508286.0	66.11	0.0	0.0	2455.36	0.0	1506.16
1_CP023449_1_Rhizorhabdus_dicambivorans_strain_Ndbn_20_chromosome__complete_genome_BAC	5026772.0	65.53	701.96	0.0	0.0	0.0	1414.88
1_AE008922_1_Xanthomonas_campestris_pv__campestris_str__ATCC_33913__complete_genome_BAC	5076188.0	65.07	1579.41	0.0	0.0	0.0	0.0
1_CP009571_1_Sphingomonas_taxi_strain_ATCC_55669__complete_genome_BAC	3859099.0	68.0	0.0	0.0	3459.82	0.0	1049.75
1_CP019041_1_Acinetobacter_junii_strain_65__complete_genome_BAC	3378307.0	38.64	760.46	1029.03	0.0	0.0	0.0
1_CP012507_1_Kocuria_palustris_strain_MU14_1__complete_genome_BAC	2854447.0	70.5	789.7	992.28	0.0	0.0	0.0
1_CP022753_1_Nocardiopsis_gilva_YIM_90087_chromosome__complete_genome_BAC	6142152.0	69.65	1579.41	0.0	0.0	0.0	0.0
1_CP011130_1_Lysobacter_capsici_strain_55__complete_genome_BAC	6391889.0	66.62	0.0	0.0	5915.18	0.0	0.0
1_CP002040_1_Nocardiopsis_dassonvillei_subsp__dassonvillei_DSM_43111_chromosome_1__complete_sequence_BAC	5767958.0	72.83	1550.16	0.0	0.0	0.0	0.0
1_AP006618_1_Nocardia_farcinica_IFM_10152_DNA__complete_genome_BAC	6021225.0	70.83	1520.91	0.0	0.0	0.0	0.0
1_CP000159_1_Salinibacter_ruber_DSM_13855__complete_genome_BAC	3551823.0	66.22	1491.66	0.0	0.0	0.0	0.0
1_CP001349_1_Methylobacterium_nodulans_ORS_2060__complete_genome_BAC	7772460.0	68.86	0.0	0.0	0.0	0.0	2327.7
1_CP000781_1_Xanthobacter_autotrophicus_Py2__complete_genome_BAC	5308934.0	67.46	789.7	0.0	0.0	0.0	1095.39
1_CP011801_1_Nitrospira_moscoviensis_strain_NSP_M_1__complete_genome_BAC	4589485.0	61.99	0.0	955.53	0.0	4562.04	0.0
1_CP001738_1_Thermomonospora_curvata_DSM_43183__complete_genome_BAC	5639016.0	71.64	1462.42	0.0	0.0	0.0	0.0
1_CP016076_1_Actinoalloteichus_sp__ADI127_7_chromosome__complete_genome_BAC	7120854.0	70.09	1462.42	0.0	0.0	0.0	0.0
1_CP000685_1_Flavobacterium_johnsoniae_UW101__complete_genome_BAC	6096872.0	34.11	0.0	0.0	5468.75	0.0	0.0
1_CP002343_1_Intrasporangium_calvum_DSM_43043__complete_genome_BAC	4024382.0	70.7	760.46	0.0	0.0	0.0	1049.75
1_CP001874_1_Thermobispora_bispora_DSM_43833__complete_genome_BAC	4189976.0	72.43	1403.92	0.0	0.0	0.0	0.0
1_FP929003_1_Candidatus_Nitrospira_defluvii_chromosome__complete_genome_BAC	4317083.0	59.03	0.0	1764.06	0.0	0.0	0.0
1_CP021237_1_Sphingobacteriaceae_bacterium_GW460_11_11_14_LB5_chromosome__complete_genome_BAC	6182066.0	39.18	0.0	0.0	5357.14	0.0	0.0
1_CP003178_1_Niastella_koreensis_GR20_10__complete_genome_BAC	9033684.0	44.87	0.0	0.0	5357.14	0.0	0.0
1_CP003959_1_Serratia_marcescens_WW4__complete_genome_BAC	5241455.0	59.55	731.21	808.53	0.0	0.0	0.0
1_CP001807_1_Rhodothermus_marinus_DSM_4252__complete_genome_BAC	3261604.0	64.54	1345.42	0.0	0.0	0.0	0.0
1_CP000386_1_Rubrobacter_xylanophilus_DSM_9941__complete_genome_BAC	3225748.0	70.48	0.0	0.0	0.0	0.0	2053.86
1_CP014859_1_Actinoalloteichus_hymeniacidonis_strain_HPA177_T____DSM_45092_T____complete_genome_BAC	6306386.0	68.08	1316.17	0.0	0.0	0.0	0.0
1_CP001281_2_Thauera_sp__MZ1T__complete_genome_BAC	4496212.0	68.4	0.0	882.03	0.0	0.0	912.83
1_CP000431_1_Rhodococcus_jostii_RHA1__complete_genome_BAC	7804765.0	67.52	1286.93	0.0	0.0	0.0	0.0
1_CP008953_1_Amycolatopsis_japonica_strain_MG417_CF17__complete_genome_BAC	8961318.0	68.89	1257.68	0.0	0.0	0.0	0.0
1_CP002279_1_Mesorhizobium_opportunistum_WSM2075__complete_genome_BAC	6884444.0	62.87	0.0	0.0	0.0	0.0	1962.57
1_CP016093_1_Rhizobiales_bacterium_NRL2__complete_genome_BAC	4700671.0	67.12	0.0	0.0	0.0	0.0	1962.57
1_CP014989_1_Serinicoccus_sp__JLT9__complete_genome_BAC	3597394.0	72.43	1228.43	0.0	0.0	0.0	0.0
1_CP000413_1_Lactobacillus_gasseri_ATCC_33323__complete_genome_BAC	1894360.0	35.26	0.0	0.0	0.0	0.0	1916.93
1_CP000115_1_Nitrobacter_winogradskyi_Nb_255__complete_genome_BAC	3402093.0	62.05	0.0	0.0	2343.75	0.0	958.47
1_CP016094_1_Lacunisphaera_limnophila_strain_IG16b_chromosome__complete_genome_BAC	4199284.0	66.48	0.0	0.0	0.0	0.0	1871.29
1_CP002271_1_Stigmatella_aurantiaca_DW4_3_1__complete_genome_BAC	10260756.0	67.46	0.0	0.0	0.0	0.0	1871.29
1_AP012338_1_Phycisphaera_mikurensis_NBRC_102666_DNA__complete_genome_BAC	3803225.0	73.29	0.0	0.0	0.0	0.0	1825.65
